HPO编号	主分类(中文)	名称(英文)	定义(英文)	中文译名	中文定义
HP:0002322	神经系统异常	Resting tremor	A resting tremor occurs when muscles are at rest and becomes less noticeable or disappears when the affected muscles are moved. Resting tremors are often slow and coarse.	静止性震颤	静止性震颤发生在肌肉静息时，当受累肌肉活动时变得很轻或消失，是缓慢的粗大的震颤。
HP:0002323	神经系统异常	Anencephaly	#####	无脑畸形	#####
HP:0002324	神经系统异常	Hydranencephaly	A defect of development of the brain characterized by replacement of greater portions of the cerebral hemispheres and the corpus striatum by cerebrospinal fluid (CSF) and glial tissue.	积水型无脑畸形	脑脊液和胶质组织替代大部分大脑半球和胼胝体为特征的一种脑发育缺陷。
HP:0002326	神经系统异常,心血管系统异常	Transient ischemic attack	#####	短暂性脑缺血发作	缺血导致的一过性神经系统功能障碍。
HP:0002329	神经系统异常	Drowsiness	Excessive daytime sleepiness.	困倦	白天睡眠过多。
HP:0002330	神经系统异常	Paroxysmal drowsiness	Attacks of disabling daytime drowsiness and low alertness.	阵发性嗜睡	不能控制的白天困倦及低警醒度
HP:0002331	神经系统异常	Headache (with pheochromocytoma)	#####	头痛（伴发嗜铬细胞瘤）	#####
HP:0002332	神经系统异常	Lack of peer relationships	#####	同伴关系缺乏	#####
HP:0002333	神经系统异常	Motor deterioration	Loss of previously present motor (i.e., movement) abilities.	运动功能减退	既有的运动能力的损失。
HP:0002334	神经系统异常	Abnormality of the cerebellar vermis	An anomaly of the `vermis of cerebellum` (FMA:76928).	小脑蚓部异常	在`小脑`的蚓部的异常（FMA:76928）。
HP:0002335	神经系统异常	Agenesis of cerebellar vermis	Congenital absence of the `vermis of cerebellum` (FMA:76928).	小脑蚓部发育不全	先天性`小脑`的蚓部（FMA:76928）缺如。
HP:0002339	神经系统异常	Abnormality of the caudate nucleus	An abnormality of the `caudate nucleus` (FMA:61833).	尾状核异常	在`尾状核`的异常（FMA:61833）。
HP:0002340	神经系统异常	Caudate atrophy	#####	尾状核萎缩	#####
HP:0002341	神经系统异常	Cervical cord compression	Compression of the spinal cord in the cervical region, generally manifested by paresthesias and numbness, weakness, difficulty walking, abnormalities of coordination, and neck pain or stiffness.	颈脊髓压迫症	颈部脊髓压迫，一般表现为感觉异常、麻木、无力、行走困难、协调性障碍、颈部疼痛或僵硬。
HP:0002342	神经系统异常	Intellectual disability, moderate	Moderate mental retardation is defined as an intelligence quotient (IQ) in the range of 35-49.	中度智力残疾	中度精神发育迟滞定义为智商（IQ）在35-49的范围内。
HP:0002343	神经系统异常	Normal pressure hydrocephalus	A form of `hydrocephalus` (HP:0000238) characterized by enlarged cerebral ventricles and normal cerebrospinal fluid (CSF) pressure upon lumbar puncture.	正常压力性脑积水	伴有腰穿检测脑脊液压力正常的脑室系统扩大的一种脑积水
HP:0002344	神经系统异常	Progressive neurologic deterioration	#####	进行性神经功能恶化	#####
HP:0002345	神经系统异常	Action tremor	A tremor present when the limbs are active, either when outstretched in a certain position or throughout a voluntary movement.	动作性震颤	当肢体处于活动状态，或者当肢体伸出在某个位置或在自主运动过程中出现的震颤。
HP:0002346	神经系统异常	Head tremor	An unintentional, oscillating to-and-fro muscle movement affecting head movement.	头部震颤	无意识的，影响头部运动的反复的肌肉振荡运动。
HP:0002349	神经系统异常	Focal seizures without impairment of consciousness or awareness	A `partial seizure` (HP:0007359) in which consciousness is maintained.	局灶性发作不伴有意识障碍	一个`部分性癫痫发作`（HP:0007359），其中意识得以保持。
HP:0002350	神经系统异常	Cerebellar cyst	Cerebellar cyst is located in the cerebellar cystic benign mass, the nature of the contents is liquid	小脑囊肿	小脑囊肿即位于小脑的囊状的良性包块，其内容物的性质是液态的.
HP:0002352	神经系统异常	Leukoencephalopathy	This term describes abnormality of the white matter of the cerebrum resulting from damage to the myelin sheaths of nerve cells.	白质脑病	该术语描述源于神经细胞的髓鞘损害所致的大脑白质异常。
HP:0002353	神经系统异常	EEG abnormality	Abnormality observed by electroencephalogram (EEG), which is used to record of the brain&#39;s spontaneous electrical activity from multiple electrodes placed on the scalp.	脑电图异常	通过头皮电极记录大脑的自发电活动的脑电图（EEG）观察到的异常。
HP:0002354	神经系统异常	Memory impairment	An impairment of memory as manifested by a reduced ability to remember things such as dates and names, and increased forgetfulness.	记忆障碍	记忆障碍，表现为记住事情的能力下降和遗忘增加，如日期、名称。
HP:0002355	肌肉组织异常,神经系统异常	Difficulty walking	Reduced ability to walk (ambulate).	行走困难	行走（走动）能力下降。
HP:0002356	神经系统异常	Writer&#39;s cramp	A focal dystonia of the fingers, hand, and/or forearm that appears when the affected person attempts to do a task that requires fine motor movements such as writing or playing a musical instrument.	书写痉挛	手指，手和/或前臂的局灶性肌张力障碍，在受影响的人试图完成需要精细动作的任务时出现，如书写或玩乐器的任务出。
HP:0002357	神经系统异常	Dysphasia	problems in the early development of the normal language acquisition methods,which is the delay and abnormalities of the pronunciation, language understanding, or the development of language expression skills.	语言障碍	在发育早期就有正常语言获得方式的紊乱，表现为发音、语言理解，或语言表达能力发育的延迟和异常.
HP:0002359	肌肉组织异常,神经系统异常	Frequent falls	#####	频繁跌倒	#####
HP:0002360	神经系统异常	Sleep disturbance	An abnormality of sleep including such phenomena as 1) insomnia/hypersomnia, 2) non-restorative sleep, 3) sleep schedule disorder, 4) excessive daytime somnolence, 5) sleep apnea, and 6) restlessness.	睡眠障碍	是一种睡眠异常包括以下现象:1）失眠/睡眠过度，2）非恢复性睡眠，3）睡眠节律紊乱，4）白天过度嗜睡，5）睡眠呼吸暂停，和6）躁动。
HP:0002361	神经系统异常	Psychomotor deterioration	Loss of previously present mental and motor abilities.	精神运动性恶化	现有智能和运动能力的下降
HP:0002362	神经系统异常	Shuffling gait	Lower limb straight, foot varus, the body tilt in the healthy side when walking ,the suffering foot rejection, draw half a circle.	曳行步态	即下肢伸直，足内翻下垂，步行时躯体向内健侧倾斜，患足向外甩，画半圈。
HP:0002363	神经系统异常	Abnormality of brainstem morphology	An anomaly of the `brainstem` (FMA:79876).	脑干形态异常	在`脑干`的异常（FMA:79876）。
HP:0002365	神经系统异常	Hypoplasia of the brainstem	Underdevelopment of the `brainstem` (FMA:79876).	脑干发育不良	脑干的发育不完全（FMA:79876）。
HP:0002366	神经系统异常	Abnormality of the lower motor neuron	An abnormality of the `lower motor neuron` (FMA:84632).	下运动神经元的异常	在`下运动神经元`的异常（FMA:84632）。
HP:0002367	神经系统异常	Visual hallucinations	A kind of hallucination,which can see the image of a simple form. pathological illusion,if when awareness is clear which is more common in schizophrenia, while in the sense of disturbance occurs, which is more common in delirium or hazy state.	幻视	幻觉的一种。可以看到简单不成形的形象，病理性幻视如在意识清晰时出现，多见于精神分裂症，如在意识障碍时出现，则多见于谵妄状态或朦胧状态。
HP:0002370	神经系统异常	Poor coordination	#####	协调能力下降	#####
HP:0002371	神经系统异常	Loss of speech	#####	言语不能	#####
HP:0002372	神经系统异常	Normal interictal EEG	#####	发作间期正常脑电图	#####
HP:0002373	神经系统异常	Febrile seizures	Febrile seizures are convulsions induced by a fever in infants or small children and are generally characterized by loss of consciousness and tonic-clonic movements. Most febrile seizures last a minute or two.	高热惊厥	指婴儿或幼儿发热导致的抽搐，通常表现为意识丧失和强直-阵挛发作。大多数热性惊厥持续一到两分钟。
HP:0002374	神经系统异常	Diminished movement	#####	运动减少	#####
HP:0002375	神经系统异常	Hypokinesia	Abnormally diminished motor activity. In contrast to paralysis, hypokinesia is not characterized by a lack of motor strength, but rather by a poverty of movement. The typical habitual movements (e.g., folding the arms, crossing the legs) are reduced in frequency.	少动	异常的运动减少。与瘫痪相比，运动迟缓并不是缺乏运动的力量，而是运动的贫乏。典型的习惯性动作（如交叉双臂，盘腿）的频率减低。
HP:0002376	神经系统异常	Developmental regression	Loss of developmental skills, as manifested by loss of developmental milestones.	发育倒退	丧失发育能力，表现为缺少里程碑性的发育标志。
HP:0002377		Paraganglioma-related cranial nerve palsy	A cranial nerve palsy associated with a paraganglioma of the head or neck.	副神经节瘤相关的颅神经麻痹	与头部或颈部的副神经节瘤相关的颅神经麻痹。
HP:0002378	神经系统异常	Hand tremor	#####	手部震颤	#####
HP:0002380	神经系统异常	Fasciculations	Fasciculations are observed as small, local, involuntary muscle contractions (twitching) visible under the skin. Fasciculations result from increased irritability of an axon (which in turn is often a manifestation of disease of a motor neuron). This leads to sporadic discharges of all the muscle fibers controlled by the axon in isolation from other motor units.	肌束震颤	指在皮肤下观察到的细微、局部及不自主地肌肉收缩（抽搐），是由于轴索的兴奋性增高导致的（通常是运动神经元病的表现）。这导致了轴索支配的所有肌肉纤维独立于其他运动单位的自发性放电。
HP:0002381	神经系统异常	Aphasia	#####	失语症	#####
HP:0002383	神经系统异常	Encephalitis	#####	脑炎	#####
HP:0002384	神经系统异常	Focal seizures with impairment of consciousness or awareness	A `partial seizure` (HP:0007359) characterized by impairment or loss of consciousness.	局灶性发作伴有意识障碍	表现为意识障碍或意识丧失的部分性发作（HP:0007359）。
HP:0002385	神经系统异常	Paraparesis	Weakness or partial paralysis in the lower limbs.	下肢轻瘫	双下肢力弱或部分瘫痪
HP:0002389	神经系统异常	Cavum septum pellucidum	If the two laminae of the septum pellucidum are not fused then a fluid-filled space or cavum is present. The cavum septum pellucidum is present at birth but usually obliterates by the age of 3 to 6 months. It is up to 1cm in width and the walls are parallel. It is an enclosed space and is not part of the ventricular system or connected with the subarachnoid space.	第五脑室	如果透明隔的两个薄层未融合在一起，那么就会出现的一个充满液体的空间或空腔。透明隔间腔在出生时存在，但通常3-6个月时消失。它宽约1cm，壁是平行的。它是一个封闭的空间，不属于脑室系统的一部分，不与蛛网膜下腔相连。
HP:0002390	神经系统异常,心血管系统异常	Spinal arteriovenous malformation	#####	脊髓动静脉畸形	脊髓的动静脉连接异常。
